author,content,id,imdb_id,title,tmdb_id,url
John Chard,"My son is going to be all right. If not, I'll have you killed.

The Grifters is directed by Stephen Frears and adapted to screenplay by Donald E. Westlake from the novel of the same name written by Jim Thompson. It stars Anjelica Huston, John Cusack and Annette Bening. Music is by Elmer Bernstein and cinematography by Oliver Stapleton.

“The best reason I can think of is that you scare the hell out of me. I have seen women like you before, baby. You're double-tough and you are sharp as a razor, and you get what you want or else; but you don't make it work forever. Sooner or later the lightning hits, and I'm not gonna be around when it hits you”

1990 was a grand year for neo-noir, of the dozen + titles that came out that year, The Grifters sits atop of the pile. A superlative film noir that boasts class on the page and on both sides of the camera. Set in modern day Los Angeles, the story follows three cynical and sly con artists through a psychological fog of bluff, double bluff, pain, misery, manipulations and shattering developments. That the trio consists of a boyfriend, girlfriend and an estranged mother only darkens the seamy waters still further.

Los Angeles positively bristles with a smouldering atmosphere thanks to the work of Frears, Bernstein and Stapleton. Sexual tension is ripe, Westlake’s adaptation doing justice to Thompson’s novel, while the three leads – and Pat Hingle in super support – are on fire, bringing complex characters vividly to life as they trawl through the devilishly labyrinthine plot, adding biting humour and shallow savagery into the bargain.

A top draw neo-noir that doesn’t cut corners or pull its punches, from the split screen opening salvo to the pitch black finale, The Grifters delivers high quality for neo-noir fans. 9/10",546727e5eaeb81727f0018be,99703,The Grifters,18129,https://www.themoviedb.org/review/546727e5eaeb81727f0018be
William,"This is about the most nonsexual movie I have ever seen with the word sex in the title. This is worse than a watered down romance novel. The story was very boring and uninspired. I personally find all the actors/actresses unattractive and there is no chemistry. On top of this being a flat film, it contains absolutely no nudity. This would be fine for the majority of movies but with a name like Sex, Lies and Videotape, one would expect at least brief nudity. Anyways, complete waste of time.",5263abec19c2950a330e677c,98724,"Sex, Lies, and Videotape",1412,https://www.themoviedb.org/review/5263abec19c2950a330e677c
lmao7,"Instant fave! For me this is a romantic comedy film in a twisted way. I love how Antionio Banderas played his character and combined being psycho, lonely, passionate and mental. Also loved Victoria Abril’s character like how she fell for her kidnapper (coz Antonio is so cute here)! Their scenes are so hot and what added to their chemistry is their vulnerability - great acting! Not so many supporting characters like other Almodovar films. The sister’s great and very likeable. The director…kinda annoying. And of course, very funny to see Rossy de Palma’s face again - now as a drug dealer. Also want to say that I love the happy ending - nobody died! It’s just so peaceful and made me feel good after watching it.",58cba43fc3a368289900de7c,101026,Átame!,2469,https://www.themoviedb.org/review/58cba43fc3a368289900de7c
Charles Dance,"**Subject to the silliest of internet theories**

There are a lot of movie theories but the silliest of all is this nonsense that is all over the internet claiming that _the Chief killed the unresponsive McMurphy because he thought McMurphy was ignoring him._ 

These idiots claim the Chief did not notice the scars on McMurphy's head and simply thought the unresponsive McMurphy was ignoring him - so the Chief kills him in a fit of rage. Ridiculous.

The Chief killed McMurphy as an act of _kindness_. Chief was releasing McMurphy - a once spirited man now reduced to a vegetable thanks to the control freak, _Nurse Wretched._

This classic movie still holds up after all these years and is a compelling story of blossoming friendships in a lunatic asylum.  Nicholson shines in his best performance and is ably supported by Christopher Lloyd, Brad Dourif and Danny DeVito.",58a75ce192514179240018b9,73486,One Flew Over the Cuckoo's Nest,510,https://www.themoviedb.org/review/58a75ce192514179240018b9
Ian Beale,"**Overrated **

An enjoyable film - just not as engaging as parts IV and VI. The argument that Jedi was ruined by little furry creatures is laughable as this instalment features a _little green muppet_. I was expecting Kermit and Miss Piggy to show up.

Once we get the impressive Hoth battle over with the film meanders and crawls along - padding out its running time with predictable romantic sparring and an extended and dull sequence on Degobah.

Things finally pick up again at Cloud City but not enough to justify the worship this film receives. I much prefer _Return of the Jedi_ to this one - at least Return of the Jedi gets the emotional juices flowing. This one leaves me as cold as the snow on Hoth.


- Ian Beale",58a4ee0ac3a3684ef80000e3,80684,Star Wars: Episode V - The Empire Strikes Back,1891,https://www.themoviedb.org/review/58a4ee0ac3a3684ef80000e3
bigbassdrum,"The Princess Bride is ultimately a story of love - of a grandather for his grandson, of Inigo Montoya for his murdered father and between Buttercup and Wesley.  It is an old fashioned fairy tale in a sense, but its imagination, wit and humour stands it apart from convention.  The characters are endearing and essential to the plot.  The pace of the film changes up and down beautifully throughout and the script is a joy, playing with words and ideas.  Humanity prevails in this wonderous tale, I learnt plenty from it as a child and I still watch it from time to time to remind me of the goodness within us and the ability to triumph over adversity.  The Princess Bride has a way of being traditional whilst challenging norms and that is why I will always love it.  10/10 for me.  The only criticism I have is that it is too male centric as many films and series still are unfortunately.  Although, saying that, Buttercup is much hardier than most princesses portrayed in children's films.  This is a film that appeals to adults and children alike.  Stop writing did you say?  As you wish x",55a18068c3a3681ce3001de7,93779,The Princess Bride,2493,https://www.themoviedb.org/review/55a18068c3a3681ce3001de7
Vincent,"**Trailblazers of a Lost Art**

Little wonder James Cameron and Joss Whelon movies are the biggest box-office earners. They are masters of cinematic rhetoric. The unfolding dramatic situations and controlled dialogue are meticulously contrived. Cameron could probably have potted more if it wasn't for his earnest, simplistic messages (rich bad; nature good). All three movies (_Titanic_, _Avatar_, _Avengers_) plot along comfortably then suddenly spike spectacularly.

But no one has ever laid on the cinematic charm and cajolery like Stephen Spielberg. He was by far the craftiest manipulator of action and melodrama there ever was. He was the progenitor of summer blockbusters and all-ages, all-nations spectacles. At his best he had a gift for re-living and realizing that ethereal and irresistible childhood awe.

If _Raiders of the Lost Ark_ (NOT the sequels... NO, not even the father- son one) was made today, exactly the same way, okay maybe in 3D with updated CGI, it would surely land at the top of the box-office heap. It is essentially the first comic book movie that wasn't a comic book (bespectacled mild-mannered Archaeology prof by day and globe-trotting whip-wielding action hero on sabbatical). _Raiders of the Lost Ark_ (the first and only) is arguably the greatest adventure movie ever cooked up. And we, the abject audience, servile participants of the artifice, were licking its boots. We wanted Spielberg and his Indy to rope us in, reel us into the action, and completely have their way with us. We overlooked the emotional manipulation and contrived trappings because it was a pure freaking joy to watch, a Lucas produced godsend. Harrison Ford was born to play it just as Steven was born to direct it. It's really too bad they had to brand and knock off inferior sequels that, while making oodles of money, tarnished the shine of the unsurpassed prototype.

Indiana Jones was the perfect reluctant action hero on a selfless mission. A whip-snapping, truck-wrangling, swordster-gunning, Nazi- brawling adventurer who was matched only by his headstrong and sassy love interest, one pistol of a gal who could drink any man under the table. Not enough credit has been given to the great Lawrence Kasdan as the writer of this marvellous adventure. The script is as close to perfect as anybody could scribe. Even a dialogue-heavy expository scene (poisoned dates) was infused with a tense element of suspense. Yes, the story was hyper-fictional, completely contrived, shamelessly far-fetched... and altogether delightful. I wasn't expecting much when I went in to watch it back in 1981, but it had me wanting to do do back-flips on the way out. America's own Fab Four, Larry, Steve, Harrison and George, put on an action-adventure clinic.

Possibly the only weak spot in the movie is the climax which had our hero and heroine tied to a stake while God, the almighty Mcguffin from the Old Testament, magically wrapped things up for them. ""Don't look"" Indy warns, with his patented crooked grin. Are you kidding? We can't possibly take out eyes off of this. With respect to lost Teddy Bears from space and anti-Nazi machinators, Raiders is Spielbergs greatest achievement. It is one of the finest films ever made, of its or any kind. It is, hands down, my desert island movie.",54b02200925141747e00015a,82971,Raiders of the Lost Ark,85,https://www.themoviedb.org/review/54b02200925141747e00015a
Rob,"One of my all time favorites. It still contains some of the drama and suspense of the first but with far more action leading to what I find a far more appealing storyline. As with Cameron's movies he makes you feel for the core characters from the start rather than just a bunch of 'bad ass' marines (Although they are). The progression of Ripley was really defined by this movie the 'brave but scared' Ripley of Alien is gone and a more determined, meaner Ripley emerges with elements of the older nurturing character kept in check with a young girl called Newt. It definitely stands out miles compared to all the other 80's alien-type movies of that decade.",55c1fd69c3a3682379004c6d,90605,Aliens,679,https://www.themoviedb.org/review/55c1fd69c3a3682379004c6d
Patrick E. Abe,"""Ripley and the Soldiers"" can be found in two versions: the short version that cuts from Midway station directly to the Weyland-Yutani hearing, and the ""director's cut"" which cuts to a waiting room with a wall size ""scenery channel"" display.
When I first saw the short version, I wondered how Ripley was able to make an immediate connection with Newt. ""Sister solidarity"" sounded bogus, and the ""director's cut"" cleared up that mystery.
The more interesting ""director's cut"" reveals Newt's family on LV-426, a long discussion on what the surviving Marines are facing, and an action sequence featuring the deadly Sentry units. 
As Ripley suggested, I.Q.s did drop sharply among the Weyland-Yutani brass, with Carter Burke sending a deadly directive to ""Hadley's Hope."" 

In short: Ripley is living the blue collar life by day and experiencing a recurrent ""Alien birth"" nightmare at night. Carter Burke and Colonial Marine Lt. Gorman visit her, saying contact has been lost with LV-426. Signing a devil's deal with Weyland-Yutani, Ripley boards the ""Sulaco"" with a ""company"" of Colonial Marines. To her horror, an android, ""Bishop"" is part of the crew, recalling the murderous ""Nostromo"" science officer, Ash. The trash-talking Colonial Marines give Ripley's tale short shrift, as they prepare for the ""Bug Hunt."" The armed-to-the-teeth party finds no colonists, but evidence of a battle to the death. Then something streaks out of hiding, pursued by Ripley. ""Mewt"" is the sole survivor of ""Hadley's Hope"" who views the soldiers with a disdainful ""it won't make any differene."" A computer search finds the colonists clustered deep below the power plant.
The Marines descend into the sub-sub-basement level and find out how true Ripley's tale is. After retreating from Hell, the survivors seal themselves off from the ""Xenomorphs"" as best as they can, dispatching ""Bishop"" to bring down the other drop ship. The Aliens attack and the soldiers fall one after another, leading to an abduction and a face off in an egg-filled chamber. This sequel is superior to the first movie, and leads to ""Ripley and the Convicts."" 8/10.",58095a13c3a3681b1f00164c,90605,Aliens,679,https://www.themoviedb.org/review/58095a13c3a3681b1f00164c
Charles Dance,"**The Disney film of the franchise**

A basic shoot 'em up that comes complete with soldiers greasing up and watching each others muscles and also added an annoying kid straight out of Oliver Twist.

Cameron took everything Ridley Scott slowly built up and tossed it in the trash can to make a cheap shot Stallone/ Schwarzenegger style action fiasco.

People who like this one tend to not be fans of horror movies as they complain about the _dark nature_ of the horror film Alien 3 - LOL - and this is precisely the reason Aliens fails as part of the horror franchise that is Alien.


- Charles Dance",58a9a54592514173f20085af,90605,Aliens,679,https://www.themoviedb.org/review/58a9a54592514173f20085af
John Chard,"I'm looking for the owner of that horse. He's tall, blonde, he smokes a cigar, and he's a pig!

It's debatable of course, since there are legions of fans of the first two films in Sergio Leone's Dollars Trology, but with each film there not only came a longer running time, but also a rise in quality - debatable of course!

Here for the third and final part of the trilogy, Leone adds Eli Wallach to the established pairing of Lee Van Cleef and Clint Eastwood, and brings all his tools of the trade to the party. Plot is slight, the three principals are on a collision course to find some buried gold, with each man having varying degrees of scuzziness, so how will it pan out?

Such is the genius of the narrative, it's a fascinating journey to undertake. The characterisations are ripe and considered, the various traits and peccadilloes beautifully enhanced, and with Leone being Leone, there's no shortage of cruelty and humour. He also brings his style, the close ups, long shots and some outstanding framing of characters in various situations.

The story encompasses The Civil War, which pitches our leads into ""The Battle of Branston Bridge"", where here we get to see just how great Leone was at constructing full on battle sequences. It's exciting, thrilling and literally dynamite, whilst Aldo Giuffrè as Captain Clinton turns in some memorable support.

The Euro locations pass muster as the Wild West, superbly photographed by Tonino Delli Colli, and then of course there is Ennio Morricone's musical compositions. It's a score that has become as iconic as Eastwood's Man With No Name, a part of pop culture for ever more. It mocks the characters at times, energises them at others, whilst always us the audience are aurally gripped.

There's obviously some daft coincidences, this is after all pasta world, and the near three hour run time could be construed as indulgent. But here's the thing, those who love The Good, The Bad and the Ugly could quite easily stand for another hour of Leone's classic. I mean, more barbed dialogue, brutal violence and fun! Great, surely!

From the sublime arcade game like opening credit sequences, to the legendary cemetery stand-off at the finale, this is a Western deserving of the high standing it is held. 9/10",572f36d39251413c27000d3f,60196,"Il buono, il brutto, il cattivo.",429,https://www.themoviedb.org/review/572f36d39251413c27000d3f
LastCaress1972,"Bought this on DVD for a £2 on a second-hand market stall a couple of years ago, then upgraded it to blu-ray a few months ago when I saw it on sale in HMV for a bargaintastic three quid. Yet I'd never got around to actually watching it. I'd bought it (twice) off the back of it being this enormous cult classic weighed down with critical praise (Wiki tells me that the readers of Total Film magazine voted it the third greatest comedy film of all time in 2000 and the 13th greatest British film of all time in 2004, it was ranked 38th greatest film of all time by Channel 4 in 2001 in their 100 Greatest Films poll, an Observer poll of 60 eminent British filmmakers and critics voted it 2nd best British film of the last 25 years in 2009, it ranked 118 in Empire magazine's list of The 500 Greatest Films of All Time in 2008). Anyways: This film has so far mugged me for a fiver. 2/10, and I'm being generous. What a pile of rubbish! ""Third greatest comedy""?!? I would never EVER in a thousand years pegged it as a ""comedy"", under any measurable criteria. It wasn't just trying-yet-failing to be funny, I wasn't even aware it was trying to be funny. Literally, the ONLY funny thing about the movie was how anyone on Earth could have thought this was a good film. Basically: It's the late sixties, and two posh, ""luvvy"" actors (the titular ""Withnail"" and ""I"", played capably enough by two posh, ""luvvy"" actors: Richard E. Grant and Paul McGann, respectively), living in absolute filth like a couple of retards - I mean, they don't seem to have any understanding of how to operate, say, the kitchen sink - decide that they need to go for a break in the countryside, at a cottage owned by Withnail's gay uncle. They go, it pisses down ceaselessy, they fail to get on with the natives simply because they're such unlikeable morons, then the gay uncle shows up and spends the rest of the movie creepily and ceaselessly trying to gay off with Paul McGann's unnamed ""I"" character. They go home, they tolerate a drug-dealer and his friend who have broken into and taken up residence in their house, ""I"" gets an acting job offer and takes off. The end. Utter rubbish. In fact, I'm making it sound better than it is. Reading it back, it sounds vaguely like an admittedly particularly poor episode of Bottom played dramatically rather than for laughs, and although there are shades of the Rick/Rich character that Rik Mayall has played his entire career in Richard E. Grant's performance, Withnail & I is NOT even as good as a poor Bottom episode. And I didn't like Bottom either, especially.",5207b313760ee3630e23a6b8,94336,Withnail & I,13446,https://www.themoviedb.org/review/5207b313760ee3630e23a6b8
Arrrrrrrach,"A beautiful, dreary and funny film.  At times subtle and others direct.  Deeply contemplative with majestic scenery and an atmosphere of grey.  Sardonic humour with believable, excellently acted characters and scenarios.  It's the greatest film about friendship and only gets better with each viewing.  The direction is purely cinematic and shows rather than tells. A Masterpiece.",58a84fdf925141569100875d,94336,Withnail & I,13446,https://www.themoviedb.org/review/58a84fdf925141569100875d
Andres Gomez,Master piece. Fantastic script and evolution of the characters.,519109bf19c29548540227d6,50083,12 Angry Men,389,https://www.themoviedb.org/review/519109bf19c29548540227d6
talisencrw,"As time goes by, I'll always appreciate my Grade 10 English class (1984-85), taught by Mr. Terry. Looking back, it's probably the year that I was introduced to the most great literary works of all my life (especially 'Anthem' by Ayn Rand and 'Nausea' by Jean-Paul Sartre). Included that year in the course's curriculum was Anthony Burgess' dystopian masterwork, 'A Clockwork Orange' (as well as George Orwell's 'Animal Farm'--like Frank Sinatra would have said, 'It was a very good year'). I was mesmerized with it from the instant I noticed the unique approach to language, the 'ultraviolence' and of course, the eternal question of free will, its relationship to good-and-evil, and the can of worms of the myriad of ethical dilemmas that comes to the fore of individual freedom and rights versus that of society at large. The genius of Burgess was being able to put so well and forcibly, yet in such an entertaining way, so many issues that, had most anyone else set forth on the endeavor, would have come up with the type of off-putting, heavy-handed sermon that would never have reached such a literary pinnacle, and been required reading even now, generations later. It hasn't aged or dated a day.

Most cinematic observers felt the book unfilmable. Director Kubrick's adaptations work so well, particularly this, '2001: A Space Odyssey' and 'The Shining' (even though Stephen King would fervently disagree about the latter) because he, as he did with 'Dr. Strangelove', can so easily both find unforgettable visual metaphors for his ideas and so handily combine humour (an under-recognized trait of his, much more readily associated with say, Sir Alfred Hitchcock) with these heavy and daunting philosophical and intellectual volleys. In the wrong hands (particularly a Stanley Kramer, or his ilk), this could have failed miserably, like typical cinematic treatments of Ayn Rand novels. But this worked triumphantly, and heartily exemplifies one of the greatest directors ever at the apex of his craftsmanship. No self-respecting cinephile can avoid this movie, and I heartily recommend you to read the novel as well, though Kubrick nails it so effectively, reading the novel isn't necessary in the slightest for the film to be enjoyed.

One of the many 'gamechanger' films of Kubrick's storied and remarkable career.",571318e2c3a36831e100943b,66921,A Clockwork Orange,185,https://www.themoviedb.org/review/571318e2c3a36831e100943b
Andres Gomez,"If you like children's story, you would love this movie about how the world is shaped from their eyes.

If you don't ... you may find some entertainment in the picture of Southern US and the racial fight that was taking place at the time ...",54451eeac3a3683e0e007987,56592,To Kill a Mockingbird,595,https://www.themoviedb.org/review/54451eeac3a3683e0e007987
Ian Beale,"**Ponderous, meandering epic with a few bright spots.**

This film is about a soldiers quest to find a renegade and insane Colonel (a bald Brando in an extended cameo)  who has hidden himself away in the depths of the jungle and is causing all manner of commotion.  Quite what it was - I can't remember, but it _was_ important enough to go down stream in search of him.

Sheen's character decides to head down river with his fellow soldiers and seek out the bald lunatic before its too late. Robert Duvall is hilarious as a war immune soldier - especially when a shell explodes near him and he merely gives it a disinterested glance. Amusing!

On the whole, though, this is a ponderous trip - the film seems to meander aimlessly with little to keep this viewer interested.


- Ian Beale",58a36780c3a3683eff000767,78788,Apocalypse Now,28,https://www.themoviedb.org/review/58a36780c3a3683eff000767
Rocketeer Raccoon,"I think a lot of people who think this film is a classic are deranged, the only memorable scene in the film is when they drop exploding napalm and the guy in the hat says ""I love the smell of napalm in the morning"", the rest of the film is a completely boring bombshell and it's like the film was high on drugs as there's this one part where people are butchering a cow in the most grotesque way possible... poor cow, now I'm offended by this film.

This film is just weird, the characters are not memorable at all not even Marlon Brando's character, the story is non-existent and the ending just sucks. Overall this film is absolutely terrible and I don't care what others think, I did not enjoy this film at all.",59498f4fc3a36811150467ee,78788,Apocalypse Now,28,https://www.themoviedb.org/review/59498f4fc3a36811150467ee
Andres Gomez,All what you can expect from a western.,508ce98a760ee37bac002286,64116,C'era una volta il West,335,https://www.themoviedb.org/review/508ce98a760ee37bac002286
John Chard,"This is not quite Bantha fodder.

Following on from the freshness of Star Wars (1977) and the all round greatness of craft and story telling that was The Empire Strikes Back (1980), Return of the Jedi was always going to struggle in comparison. That's not to say there are not fans who prefer it of the original trilogy, because there are many, and like minded fans of George Lucas' space saga shouldn't have a problem with that.

However, it is the weakest of the three. The characters we have come to love, and to be a part of their universe, are performed with gusto - but they are mostly thinly written, reduced to playing second fiddle to special effects, while the dark heart has been replaced with - well - smokey hokey (furry teddy bears with sticks and stones, I ask you). Then there's the lack of sexual tension so evident in the previous two films. Oh we love Han and Leia because that's love! But one can't help missing the sparks that was once between them - and Luke of course, hmm...

Yet for all that, of the irks and complaints, Return of the Jedi is still a thrilling film, the budget up on the screen to entertain the children and the adults with the child within. Characters and creatures wander into this wonderful world for super impact. The Emperor, Jabba the scene stealer, Rancor and Sarlaac, while the speeder bike chase, further lightsaber shenanigans and the space battle ensure the action is never far away - even if one can be a little underwhelmed by the big finale not all it can be.

Ultimately it was not without faults, but still it was one hell of a conclusion to a genre defining (then) trilogy. 8/10",566c15afc3a3683f5600788b,86190,Star Wars: Episode VI - Return of the Jedi,1892,https://www.themoviedb.org/review/566c15afc3a3683f5600788b
CharlesTheBold,"Holly Martens  (Joseph Cotten) receives a job offer from his friend Harry Lime  (Orson Welles) in postwar occupied Vienna.  He arrives there only to find that Lime is dead and every witness has a different story.   Being a pulp writer, Holly thinks he can solve the mystery.

But this is a Graham Greene story, and the mystery is not just a whodunit but an exploration of evil.  Tangling with a nihilistic  band of black marketers exploiting the corruption and ruin of a great city after the war, Holly is told that he is in way over his head.

The movie has many unusual touches.  Expressionist camerawork increases the feeling of dread.  The traditional orchestral accompaniment is eliminated, replaced by a single folk musician playing an eerie tune on a zither.  Several scenes of the movie are in un-subtitled Austrian-German, leaving the audience feeling as bewildered as Holly as he tries to communicate with the locals.  Holly's amateur sleuthing is frequently comic, in a story that is deadly serious.

One of the masterpieces of noir  cinema.",58a7e0cdc3a36866790021a9,41959,The Third Man,1092,https://www.themoviedb.org/review/58a7e0cdc3a36866790021a9
John Chard,"In a world that's powered by violence, on the streets where the violent have power, a new generation carries on an old tradition.

Martin Scorsese’s Goodfellas is without question one of the finest gangster movies ever made, a benchmark even. It’s that rare occasion for a genre film of this type where everything artistically comes together as one. Direction, script, editing, photography, driving soundtrack and crucially an ensemble cast firing on all cylinders. It’s grade “A” film making that marked a return to form for Scorsese whilst simultaneously showing the director at the summit of his directing abilities.

The story itself, based on Nicholas Pileggi’s non-fiction book Wiseguy, pulls absolutely no punches in its stark realisation of the Mafia lifestyle. It’s often brutal, yet funny, unflinching yet stylish, but ultimately from first frame to last it holds the attention, toying with all the human emotions during the journey, tingling the senses of those who were by 1990 fed up of popcorn movie fodder. 

It’s not romanticism here, if anything it’s a debunking of the Mafia myth, but even as the blood flows and the dialogue crackles with electricity, it always remains icy cool, brought to us by a man who had is eyes and ears open while growing up in Queens, New York in the 40s and 50s. Eccellente! 9/10",546880d522136e68d8000632,99685,Goodfellas,769,https://www.themoviedb.org/review/546880d522136e68d8000632
Patrick E. Abe,"Described by Roger Ebert as a ""trapped in a haunted house"" movie, this movie set the bar for Horror in the Summer. 

The ""Nostromo,"" like ""Star Wars"" spacecraft, looks worn and in use, compared to the ""just out of the box"" look of ""Star Trek"" spacecraft. (And I'm a fan of the ""Star Trek"" universe!) The claustrophobic feel of the ""Nostromo"" is due to ""filming inside of a tube"" location shooting next seen in ""Das Boot."" 

A band of ""space truckers"" are awakened from hibernation, and are shocked to find that they are only half way home. The Company orders them to investigate an Alien transmission, which sets up a descent into Hell as the crew finds themselves being stalked by an opportunistic ""Exomorph."" As the crew is picked off one by one, the true nature of the beast and the odd attitude of the Science officer, Ash, raise the anxiety level over 100%.

What sets this tale apart from other ""space monster"" films is the character of Third officer Ripley, who raises uncomfortable questions to Capt. Dallas about company policy in general and Science officer Ash in particular. After Capt. Dallas disappears, take-charge-female-Ripley discovers Ash's true intentions and leads her diminished crew to action.

 The level of violence has been described as ""near pornographic,"" which is helped along by H.R. Giger's ""worst nightmare"" mature Alien. This is the first of a memorable franchise, featuring a strong female leader that continues into the ""Prometheus"" prequel.(?)",57e24411c3a3681a50003114,78748,Alien,348,https://www.themoviedb.org/review/57e24411c3a3681a50003114
Andres Gomez,"Introspective story with a good Jean Reno and innocent Rosanna Arquette.

Sound track, for those loving Eric Sierra. Not for all tastes. A little bit too long but entartaining.",50bc83e919c29527430025d0,95250,Le grand bleu,175,https://www.themoviedb.org/review/50bc83e919c29527430025d0
Cat Ellington,"'We're on a mission from God.'
— ""Joliet"" Jake and Elwood Blues

(Laughs) ...

What a magnificent work of motion picture art The Blues Brothers is! This fun-filled musical is truly a must-see. The screenplay was co-written by Saturday Night Live alum Dan Aykroyd, whom, by the way also stars in the effort as Elwood Blues, one half of the Chicago-based R&B/Blues band, The Blues Brothers. Native Chicagoan and Aykroyd's fellow SNL grad, John Belushi (The late, great), also stars in this zany opus as ""Joliet"" Jake, Elwood's biological other half. And with an all-star supporting cast that includes the likes of Ray Charles, Aretha Franklin, James Brown, Cab (Minnie the Moocher) Calloway, John Lee Hooker, and Carrie Fisher, among quite a few others, The Blues Brothers is one tremendous cinematic force - in both the Musical film and Action film genres, respectively.

John Landis, who co-wrote the screenplay with Aykroyd, also directs the high-leveled ensemble.

In this feel-good tale, the plot revolves around the threatened foreclosure of a Catholic orphanage in which the two brothers were raised. The city has placed an unlawful detainer on the orphanage, and if members of its clergy fail to raise $5,000, the amount needed to stay the pending foreclosure, then it's eviction time for all of those needy children who still call the institution home. But before ""Joliet"" Jake and Elwood Blues see that happen, they'll tear a whole lotta Chicago up!

With that, the crazy and over-the-top hilarious action begins ... And ""laughing out loud"" will truly be an understatement.

Set in the Windy City, The Blues Brothers is jam-packed with action, adventure, great music, comedy, and deep, heartstrings-tugging emotion. It does its part in helping to define what a genuinely great and entertaining movie should be. And it is a CLASSIC in every sense of the adjective.

My big brother (God love him) introduced me to this film, by way of a movie date, over three decades ago. And to this day, I continue to harbor for both him and it, a love beyond passion. Five stars!",58a748bdc3a36850bd000ab3,80455,The Blues Brothers,525,https://www.themoviedb.org/review/58a748bdc3a36850bd000ab3
jkbbr549,This is by far the greatest movie of all time!  Even better than the first Godfather!,553637669251416518002602,71562,The Godfather: Part II,240,https://www.themoviedb.org/review/553637669251416518002602
Ian Beale,"**The second half is better than the first half.**

A film of two halves. 

The first half of the fiim focuses on the training of raw recruits and features shenanigans we have seen countless times before - think _Stripes_ and _Police Academy_.

The persecution of the fat guy - a scenario we had already witnessed in Stripes and Police Academy ( ""_I could show a movie on your butt, fatso_!""- Lt Harris, Police Academy) is here played out to maximum effect. The fat guy who freezes atop a climbing frame is the central plot here with Matthew Modine's character playing second fiddle to all of the _Leslie Barbara_ stuff.

The second half of the movie at least gives us something we were not expecting when a sniper's identity is revealed.


- Ian Beale",58a4992ac3a3686cbc006da8,93058,Full Metal Jacket,600,https://www.themoviedb.org/review/58a4992ac3a3686cbc006da8
Andres Gomez,"Stereotypical Sergio Leone film with endless waitings and sight crossings.

One of the performances that made Robert de Niro de actor he is and an interesting way of telling a story and the evolution of America during the years of the alcohol prohibition.",514334c319c29576d21bb565,87843,Once Upon a Time in America,311,https://www.themoviedb.org/review/514334c319c29576d21bb565
Eky,"This film marked the third reunion between Martin Scorsese and Robert De Niro after “Mean Streets” and “Taxi Driver”. This time Scorsese invited Paul Schrader (‘Taxi Driver’) and Mardik Martin (‘Mean Streets’ ) to write the film script that is loosely based on La Motta’s novel. Raging Bull tells the true story based of Jack La Motta a middleweight boxer whose rage, violence and temper made him king of the ring while on the other hand destroying his life slowly. The greatest demon of all we have to fight is actually deep within all of us.",4fe0633b760ee31b7d0013dd,81398,Raging Bull,1578,https://www.themoviedb.org/review/4fe0633b760ee31b7d0013dd
Andres Gomez,Impressive Robert De Niro and Joe Pesci in a classical Scorsese movie.,52fca5c19251411d236d6a07,81398,Raging Bull,1578,https://www.themoviedb.org/review/52fca5c19251411d236d6a07
Andres Gomez,One of the most iconic Allen's movie. Funny and quite believable but I think I was expecting something else.,511277dc760ee376f2767d26,75686,Annie Hall,703,https://www.themoviedb.org/review/511277dc760ee376f2767d26
Infra,"This movie is like an onion, has multiple layers. To understand it, you have to be very careful and pacient. You have to focus on movie and not doing anything else while you watch it, because if you don't, you won't understand it. 

http://cinematol.ro/pareri-filme-stalker-calauza-1979/",59be648cc3a3681bd402949e,79944,Stalker,1398,https://www.themoviedb.org/review/59be648cc3a3681bd402949e
Andres Gomez,Interesting and iconic movie about faith and the meaning of life. A must seen.,50e636ce760ee3707c3944fa,50976,Det sjunde inseglet,490,https://www.themoviedb.org/review/50e636ce760ee3707c3944fa
Anton2k,"What can I say about this movie, its amazing! full of explosions and action. The setting is slightly different than other terminator films but I like this new ""survival"" setting more so than the older terminators. Terminator 2 was and always will be my favourite terminator movie but this one sure comes close, defiantly my second favourite terminator movie.

There is only so much a review can tell you but this is a must watch movie for any one who has not seen it yet.",500ece6f19c295594f0033b2,438488,Terminator Salvation,534,https://www.themoviedb.org/review/500ece6f19c295594f0033b2
Hady Palsu,worst of the terminator series,50950a25760ee369ec001532,438488,Terminator Salvation,534,https://www.themoviedb.org/review/50950a25760ee369ec001532
Jodie,"What can I say about Terminator Salvation? It's a decent addition to the Terminator series, but has major issues. Some would say that it is the worst of the series, but I disagree. T3 will always hold that top honor for me. 

It was nice to see the return of Kyle Reeese. It was a different look at a character that was forgotten to quickly. John Connor was a bit stale and I wanted way from his character. 

It was nice to see this future everyone spoke about in past films, Problem was this film felt darker than all the others, excluding T1. The first film was pretty dark but had a storyline And an R Rating to back that up. This film just didn't feel like it belonged to the Terminator world. And a few nostalgic lines and visuals did nothing to make it feel like it was part of the franchise. 

All of that being said, the film still had some decent action scenes and some interesting moments. It's not bad, but its not fantastic either.",58a854b09251415671008faf,438488,Terminator Salvation,534,https://www.themoviedb.org/review/58a854b09251415671008faf
talisencrw,"Hahahahaha! I'm still laughing from just how gross-out Sir Peter Jackson's first two films are! He sure has come a long way since then! Just imagine if the Lord of the Rings and Hobbit trilogies, as well as King Kong, were helmed by him back THEN! =)",577d60509251415d95001ed2,103873,Braindead,763,https://www.themoviedb.org/review/577d60509251415d95001ed2
